id	junction_width	type
199b9e6b-8dd3-40a7-a9d6-86d19fb73fbf	454	annotated
a0e2b66c-ce10-49bc-b6d3-2cff0ad578b7	4423	annotated
048b7630-88da-481a-b5ed-54fbd5e7f6e9	118	NA
8b2f25a4-4f7f-4831-ae6f-520355b21518	77	NA
95454bed-4326-4c02-a034-73ee522534b6	2584	annotated
318a2cdb-b264-4b1f-afe9-cd82b82341d7	3432	annotated
5f7b6511-ec62-483b-83cb-32a1d43ac3ec	2866	annotated
5f7b6511-ec62-483b-83cb-32a1d43ac3ec	1439	annotated
64cc87c9-6342-41e6-b165-dd2b1bcceba3	2487	annotated
64cc87c9-6342-41e6-b165-dd2b1bcceba3	2487	annotated
e368b4db-8327-4c1b-9bff-2c518538796c	28922	annotated
e368b4db-8327-4c1b-9bff-2c518538796c	117	annotated
5dd28eaa-fe6c-4ba3-a333-d84018e5697a	116575	annotated
8ba93668-8a17-4eea-9539-b92318eb8c6a	8689	annotated
8ba93668-8a17-4eea-9539-b92318eb8c6a	8689	annotated
e9f41e69-b3c4-4aa9-8400-7a6506412b79	5155	annotated
11e6bfc0-60cb-4879-9522-c1b19d8facd5	2418	annotated
11e6bfc0-60cb-4879-9522-c1b19d8facd5	2418	annotated
167b2da7-b07b-4428-87f4-161876f14eff	15255	annotated
167b2da7-b07b-4428-87f4-161876f14eff	75887	annotated
167b2da7-b07b-4428-87f4-161876f14eff	27400	annotated
adaf0491-15fe-45bd-b123-5c1523619b4c	709	annotated
c366b07b-b5dd-45f2-86fe-97db5857a645	762	annotated
c90bd4e0-d930-4cff-8cc1-e677c96d4367	85082	annotated
117656e9-c16e-4bba-995c-8fffa6aca12e	23860	annotated
117656e9-c16e-4bba-995c-8fffa6aca12e	23860	annotated
117656e9-c16e-4bba-995c-8fffa6aca12e	342	annotated
117656e9-c16e-4bba-995c-8fffa6aca12e	342	annotated
117656e9-c16e-4bba-995c-8fffa6aca12e	664	annotated
117656e9-c16e-4bba-995c-8fffa6aca12e	664	annotated
2c66a363-ca5e-4fe4-8f58-db6b3fcd763f	135	annotated
01b0822a-154a-44ee-a58a-c9da29fcde57	105	annotated
d105ee0d-4226-4324-872b-fab7c9b9d2fd	1091	annotated
c2d606d5-6901-41b7-97ef-e56171bc94a3	4171	annotated
56ee4ac5-c303-4c53-8415-c67bfad5f07c	271	NA
44b481ef-10a1-44bd-8c2f-aaf72fadb6bc	65229	annotated
44b481ef-10a1-44bd-8c2f-aaf72fadb6bc	65229	annotated
44b481ef-10a1-44bd-8c2f-aaf72fadb6bc	65229	annotated
b1af15e7-1478-44e7-a3f1-1fa31d458ab3	278	annotated
b1af15e7-1478-44e7-a3f1-1fa31d458ab3	278	annotated
b1af15e7-1478-44e7-a3f1-1fa31d458ab3	278	annotated
879986d1-ba19-43b7-aeaa-c6fb3310e2d1	53619	annotated
879986d1-ba19-43b7-aeaa-c6fb3310e2d1	53619	annotated
879986d1-ba19-43b7-aeaa-c6fb3310e2d1	53619	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	23168	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	23168	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	23168	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	23168	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	23168	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	23168	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	22864	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	22864	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	22864	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	22864	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	22864	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	22864	annotated
44b481ef-10a1-44bd-8c2f-aaf72fadb6bc	169855	annotated
44b481ef-10a1-44bd-8c2f-aaf72fadb6bc	169855	annotated
44b481ef-10a1-44bd-8c2f-aaf72fadb6bc	169855	annotated
879986d1-ba19-43b7-aeaa-c6fb3310e2d1	169293	annotated
879986d1-ba19-43b7-aeaa-c6fb3310e2d1	169293	annotated
879986d1-ba19-43b7-aeaa-c6fb3310e2d1	169293	annotated
afa33f33-bb40-4d69-ac0a-0043fec268ce	1794	NA
64e124a1-020b-42b4-a9ff-99f449279d44	4777	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	4777	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	4777	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	4777	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	4777	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	4777	annotated
d1e3560f-026c-4354-8463-ab692f537cda	49751	annotated
d1e3560f-026c-4354-8463-ab692f537cda	49751	annotated
d823e17c-1a18-4ec2-bebe-8003162e818c	198967	annotated
afa33f33-bb40-4d69-ac0a-0043fec268ce	1803	NA
310adeca-b0b9-4f71-8cc5-3c1616091d90	19095	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	19095	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	19095	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	19095	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	19091	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	19091	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	19091	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	19091	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	81613	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	81613	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	81613	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	81613	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	81613	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	81613	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	81616	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	81616	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	81616	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	81616	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	81616	annotated
64e124a1-020b-42b4-a9ff-99f449279d44	81616	annotated
39b31703-9e08-4946-8332-8861bdcc1544	49781	annotated
39b31703-9e08-4946-8332-8861bdcc1544	49781	annotated
39b31703-9e08-4946-8332-8861bdcc1544	49781	annotated
39b31703-9e08-4946-8332-8861bdcc1544	49781	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	21242	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	21242	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	21242	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	21242	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	262325	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	262325	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	262325	annotated
310adeca-b0b9-4f71-8cc5-3c1616091d90	262325	annotated
d1e3560f-026c-4354-8463-ab692f537cda	51915	annotated
d1e3560f-026c-4354-8463-ab692f537cda	51915	annotated
afa33f33-bb40-4d69-ac0a-0043fec268ce	1796	NA
879986d1-ba19-43b7-aeaa-c6fb3310e2d1	144808	annotated
879986d1-ba19-43b7-aeaa-c6fb3310e2d1	144808	annotated
879986d1-ba19-43b7-aeaa-c6fb3310e2d1	144808	annotated
44b481ef-10a1-44bd-8c2f-aaf72fadb6bc	145179	annotated
44b481ef-10a1-44bd-8c2f-aaf72fadb6bc	145179	annotated
44b481ef-10a1-44bd-8c2f-aaf72fadb6bc	145179	annotated
