id	n_junction	type
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	1	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	2	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	2	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	2	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	2	annotated
2abc3151-031d-4fa7-adfe-b080b827e246	2	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
fd7b123f-cd51-41ee-8199-6121bb01b630	1	annotated
0d6a6c12-353e-45b0-8ce0-b6ab276ba5eb	0	annotated
87f62c6f-49a9-47c3-bc64-fa00ce396de8	0	NA
df395923-6d7b-48df-92e8-06dd1e51b737	0	NA
